Marca temporal,¿Qué edad tienes? (escribe tu respuesta en números),¿Cuál es tu sexo biológico?,Estado civil,"¿A qué estado de la República Mexicana perteneces? (sin abreviaturas) Ejemplo: Estado de México, Oaxaca, Ciudad de México, Puebla",1. El amor para mi es:,2. La primera palabra en la que pienso cuando escucho a alguien hablar sobre el amor es: ,3.. Pienso que el amor,4. Selecciona una de las opciones con la que estés de acuerdo,5. ¿Cuál crees que debería ser una de las principales características del amor?,6. Creo que el amor,7. Los componentes del amor son,8. Selecciona los tipos de amor conozcas,9. Creo que los seres humanos amamos porque,10. Un amor equilibrado debería ser o tener,"11. En cuanto al amor de pareja, prefiero que mi tipo de pareja sea:",12. Cuando amo yo suelo ser ,"13. El amor filial es igual, es decir, padre y madre aman de la misma forma ",14. El amor lo puede todo,15. Todo se perdona por amor,16. Existen las medias naranjas o almas gemelas,17. El amor no es igual a una relación de pareja
17/11/2021 14:18:22,18,Hombre,Soltero (a),Ciudad de México,Sentimiento del cual se perciben lazos de confianza dónde unx puede estar seguro sin temor a qué le suceda algún accidente. Se desnuda nuestra alma al ver situaciones con las cuales nos identificamos. Opuesto al odio,Relación,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Que sea honesto sin ninguna muestra de Falsedad,Es una decisión basada en compromiso y tolerancia,"Pasión, compromiso e intimidad","Amor romántico, Amor fraternal, Eros o amor erótico, Amor maternal, Amor propio, Amor platónico",Es una necesidad que tenemos por el simple hecho de razonar. Sabemos lo que nos gusta y lo que nos disgusta así que es un mundo de decisiones,Las cosas que demuestren el porque lo amamos y uno poco de influencias negativas. Un yinyang. ,Alguien sumamente comprensivo que tenga muestras de respeto. ,"Muy pegagoso, muy adherible a lo que diga la gente. Muestro mucho interés porque no hay mucha gente que lo muestre. ",4,3,2,2,3
17/11/2021 14:19:14,24,Mujer,En una relación,Ciudad de México,Es un sentimiento y una desición de compartir ,Rojo,Nos da un sentido a nuestras vidas,El amor propio significa admirar mis cualidades y mis logros,Confianza,Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,"Pasión, compromiso e intimidad","Amor romántico, Amor fraternal, Amor maternal, Amor propio, Amor platónico",Porque es inevitable,Comunicación,Romántico,Vulnerable,3,5,4,5,2
17/11/2021 14:31:04,20,Mujer,Soltero (a),Tlaxcala,Nutrirse del cuidado y conocimiento de alguien más,Esperanza,Nos da un sentido a nuestras vidas,El amor propio es el cariño y aceptación que tengo hacia mi mismo,El respeto y el cuidado ,Es una decisión basada en compromiso y tolerancia,"Pasión, compromiso e intimidad","Amor romántico, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Storge o amistoso, Ludus o lúdico, Amor maternal",Porque no nos podemos percibir sin la ayuda de otros,"compromisos, respeto, ayuda y caminos paralelos ","Divertida, apasionada, amable, expresiva, inteligente ",Expresó mi cariño siempre que puedo y siempre estoy para brindar ayuda ,1,1,1,1,1
17/11/2021 14:33:43,27,Mujer,En una relación,Ciudad de México ,Un sentimiento complicado ,Comprensión,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Aceptación,Es la consecuencia de procesos químicos y físicos de mi cuerpo con el fin de la reproducción sexual,"Comprensión, Aceptación, Humildad y Respeto","Amor romántico, Amor consumado, Amor fraternal, Amor compañero o sociable, Amor maternal, Amor propio, Amor platónico",Tenemos la necesidad de perpetuar nuestra especie y sentirnos identificados.,Comunicación,Tolerante,Infantil,5,2,1,3,5
17/11/2021 14:39:43,23,Hombre,Soltero (a),Oaxaca,Solo un accidente automovilístico,Cara,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Ser eterno,Es una decisión basada en compromiso y tolerancia,Intimidad y pasión,"Eros o amor erótico, Ludus o lúdico, Amor maternal, Manic o maníaco",Hay conexiones espontáneas en medio de muchas interacciones,No existe,Bondadosa,Desgraciado,3,2,3,4,3
17/11/2021 15:16:12,21,Hombre,En una relación,Estado de México ,"Un sentimiento que todos los humanos tenemos, con el cual nacemos y con el cual moriremos, gracias al amor seremos recordados, el amor es lo único que puede sobrepasar los límites de la existencia (Aveces me fumo un poco) ",Hermano ,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,El respeto al tiempo y sentimientos de las personas ,Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,"Pasión, compromiso, deseo, atracción e intimidad","Amor romántico, Amor consumado, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Storge o amistoso, Amor maternal, Amor propio, Amor platónico","Fue un don concebido de alguna parte, echo para las relaciones humanas ",Respeto y comunicación independientemente sea relación (amorosa) ,"Que mi pareja sea tal cual debería de ser, si la amo o lo amo, lo amare tal cual como es (claro tratando de hacer ver las malas conductas si es que se llegan a tener) ","Algo frío, cariñoso, gracioso ",1,3,1,1,5
17/11/2021 15:18:01,21,Mujer,Soltero (a),Estado de México ,"Un sentimiento de entrega y de compresión, una energía universal con la que nos complementamos y que viene de uno mismo para proyectarla a los demás ",Dios,Nos da un sentido a nuestras vidas,El amor propio es el cariño y aceptación que tengo hacia mi mismo,Respeto y comprensión ,Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,"Apoyo, paz y respeto","Amor romántico, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Storge o amistoso, Amor maternal, Manic o maníaco, Amor propio, Amor platónico, Amor a la vida, amor a la sabiduría y a la obra divina de Dios",Somos seres provenientes del amor de Dios y nuestro único propósito es compartirlo y acrecentar más esa energía ,"Tolerante, sincero, a manos llenas (para quién no lo a recibido), pacífico, confiable y sabio ",Una persona que se sienta en total libertad y confianza de ser él mismo y que disfrute cualquier momento que compartamos,Feliz y agradecida por compartir momentos con esa persona. Soy muy pasional cuando amo lo que hago y trato de gozar cada instante,1,5,5,5,5
17/11/2021 16:02:32,24,Hombre,En una relación,Estado de México,"Poder compartir cualquier cosa, inclusive el silencio",Mi novia,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Generosidad,Es una decisión basada en compromiso y tolerancia,"Pasión, compromiso e intimidad","Amor romántico, Amor fraternal, Eros o amor erótico, Storge o amistoso, Amor maternal, Amor propio, Amor platónico",Somos capaces de crear un vínculo con otros seres,"Respeto, empatía, generosidad","Honesta, amable y apasionada","Caritativo, generoso, empático",3,2,2,2,4
17/11/2021 16:27:08,27,Mujer,Soltero (a),Ciudad de México,Paz,Feliz,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,"Sentirte libre, tranquila, sin inseguridad",Es una búsqueda de afecto,"Atracción, pasión y deseo","Amor romántico, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Storge o amistoso, Ludus o lúdico, Amor maternal, Manic o maníaco, Amor propio, Amor platónico",Nos hace sentir ,"Tranquilidad, respeto",Independiente pero softboy,"Intensa, maternal",1,2,1,2,5
17/11/2021 16:27:27,18,Mujer,Soltero (a),Ciudad de México,El sentimiento más fuerte que puedes tener por una persona,Sentimiento,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,"El que de mutuo recíproco, sin olvidarse de uno mismo",Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,"Pasión, compromiso e intimidad","Amor romántico, Amor consumado, Amor fraternal, Amor compañero o sociable, Storge o amistoso, Amor maternal, Manic o maníaco, Amor propio, Amor platónico",Es una necesidad del ser humano con la que genera vínculos,Mezcla de amor propio y Reciplocidad ,Alguien que me respete y me escuche ,Muy dedicada,3,5,3,1,5
17/11/2021 16:29:53,23,Mujer,Soltero (a),Ciudad de México,"Un sentimiento que los seres humanos somos capaces de tener, y que nos permite vivir distintos procesos psicológicos, biológicos y emocionales maravillosos.",Ilusión,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Respeto,Es una decisión basada en compromiso y tolerancia,Intimidad (unión) y compromiso,"Amor romántico, Amor fraternal, Amor compañero o sociable, Amor maternal, Amor propio, Amor platónico",Es un proceso natural,"Confianza, comunicación y respeto.","Comprensiva, cariñosa, inteligente y espontánea.",Cariñosa,3,2,1,1,5
17/11/2021 17:02:43,25,Mujer,En una relación,Ciudad de México,Una energía que busca la unidad ,Depende de qué se esté diciendo sobre el amor,Nos da un sentido a nuestras vidas,El amor propio es el cariño y aceptación que tengo hacia mi mismo,El cuidado y la experiencia de amar y sentirse amadx,Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,"Pasión, compromiso e intimidad","Amor romántico, Ágape, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Storge o amistoso, Ludus o lúdico, Amor maternal, Amor propio, Amor platónico",Porque es nuestra naturaleza,Capacidad de adaptación a la transformación de de sus ciclos,"No me queda claro a qué te refieres con ""tipo""","Expresiva, cariñosa, comprometida, cuidadora, incondicional, entregada, pasional.",2,1,2,1,5
17/11/2021 17:26:17,18,Mujer,Soltero (a),Ciudad de México,"Un sentimiento en el cual, te quieren con todos tus defectos y virtudes. Donde todo es mutuo.",Un sentimiento calido,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Que sea puro,Es una decisión basada en compromiso y tolerancia,"Pasión, compromiso e intimidad","Amor romántico, Ágape, Amor fraternal, Eros o amor erótico, Amor maternal, Pragma o pragmático, Amor platónico",Las hormonas así lo dictan,"Respeto, intimidad y responsabilidad afectiva",Alto y bien parecido,Tímida,5,3,1,2,3
17/11/2021 17:41:41,25,Mujer,En una relación,Estado de México ,"El amor es algo que siempre he buscado y que he recibido de diferentes formas, el amor es aceptación de alguien más, es compromiso, sueños, planes, el amor es comprensión. ",Ternura,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Respeto ,Es una búsqueda de afecto,"Pasión, compromiso e intimidad","Amor romántico, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Storge o amistoso, Amor maternal, Amor propio",porque es una forma de sentirnos aceptados y de aceptar a otrxs,"Comprensión, empatía, comunicación, risas, afecto. ",comprensivo,Irracional,2,1,2,2,4
17/11/2021 18:24:39,19,Hombre,En una relación,CDMX,"Indispensable, no necesariamente entre personas sino hacia ideas, carreras u objetivos. ",Pasión ,Nos da un sentido a nuestras vidas,El amor propio es el cariño y aceptación que tengo hacia mi mismo,Debe dar energía.,Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,"Pasión, compromiso e intimidad","Amor romántico, Amor consumado, Amor fraternal, Amor maternal, Amor propio, Amor platónico",Nos da sentido,Reciprocidad ,-,-,2,1,1,1,5
17/11/2021 20:18:29,22,Hombre,Soltero (a),Estado de México ,Una reacción química ,Emocion,No tiene ninguna utilidad,El amor propio es el cariño y aceptación que tengo hacia mi mismo,Ganas de vivir ,Es la consecuencia de procesos químicos y físicos de mi cuerpo con el fin de la reproducción sexual,"Atracción, pasión y deseo","Amor fraternal, Amor maternal, Amor propio, Amor platónico",Es parte de la vida ,Equitativo ,Comprensiva ,Servicial,5,5,5,5,5
17/11/2021 20:22:15,22,Hombre,Soltero (a),Guerrero ,"Es una magia, una simple fantasía, es como un sueño ",Novio/a,Nos da un sentido a nuestras vidas,El amor propio es el cariño y aceptación que tengo hacia mi mismo,Ser puro ,Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,Intimidad y pasión,"Amor romántico, Amor consumado, Amor fatuo, Ágape, Eros o amor erótico",Es una cualidad ,Ser ,Leal ,Apasionado,5,5,5,1,1
17/11/2021 21:11:01,22,Mujer,En una relación,Ciudad de México,La manera en que demuestro que me importa algo o alguien e incluso a mi misma ,Reciprocidad,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,La atención es importancia hacía algo/alguien/yo,Es una decisión basada en compromiso y tolerancia,"Union, responsabilidad, respeto ","Amor romántico, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Storge o amistoso, Amor propio, Amor platónico",Necesitamos sentir que así como nos aman podemos dar amor,Una base sólida de respeto por la otra persona y hacia sí ,"Puedo estar en una relación abierta o cerrada, en cuestión de personalidad me gusta el amor romántico, pero sin llegar a ser como el que se muestra en la televisión, más bien un amor recíproco, lleno de respeto ","Responsable y atenta con mis sentimientos (los sentimientos no se pueden cambiar, es una manera de expresar lo que necesitamos o las afectaciones que tenemos así como la manera en que estresamos cosas buenas o desagradables)",1,2,1,1,3
17/11/2021 22:14:30,26,Hombre,En una relación,Ciudad de México,Compromiso,Romance,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Cariño,Es una decisión basada en compromiso y tolerancia,Intimidad (unión) y compromiso,"Amor romántico, Eros o amor erótico",Podemos,Tiempo,Hombre,Yo mismo,3,1,2,1,1
17/11/2021 23:40:20,19,Mujer,Soltero (a),Ciudad de México,"Es la decisión que se toma para aceptar, escuchar, comprender, empatizar, etc., con las personar, ya sea un familiar, pareja, etc.",unidad,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Que debe ser empático,Es una decisión basada en compromiso y tolerancia,"Pasión, compromiso e intimidad","Amor romántico, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Storge o amistoso, Amor maternal, Amor propio, Amor platónico","Buscamos constantemente el sentir que pertenecemos a algo, y eso da sentido a nuestra vida.","Empático con los demás y no olvidar que uno mismo es importante, sin caer en el egoísmo.","Entusiasta, comunicativa, comprensiva, que sepa es cuchar pero que no tenga miedo de decir lo que piensa, y que podamos sentirnos cómodos cuando estemos juntos, siendo conscientes de la confianza que hay.","Muy habladora, honesta, no suelo tomar la iniciativa para algunas cosas a menos que sea realmente necesario, e intento estar con esa persona para escucharla y hablar con ella lo más que se pueda.",4,5,4,2,4
